systematic	common	type	chromosome	start	stop	strand	hasTSS
"YMR255W"	"GFD1"	"ORF"	13	777933	778741	"W"	1
"YMR256C"	"COX7"	"ORF"	13	779177	778761	"C"	1
"YMR257C"	"PET111"	"ORF"	13	782417	779401	"C"	1
"YMR258C"	"YMR258C"	"ORF"	13	784345	782633	"C"	1
"YMR259C"	"YMR259C"	"ORF"	13	788937	784641	"C"	1
"YMR260C"	"TIF11"	"ORF"	13	789873	789217	"C"	1
"YMR261C"	"TPS3"	"ORF"	13	793537	790121	"C"	1
"YMR262W"	"YMR262W"	"ORF"	13	793693	794621	"W"	1
"YMR263W"	"SAP30"	"ORF"	13	794877	795541	"W"	1
"YMR264W"	"CUE1"	"ORF"	13	795733	796532	"W"	1
"YMR265C"	"YMR265C"	"ORF"	13	797929	796729	"C"	1
"YMR266W"	"RSN1"	"ORF"	13	798485	801373	"W"	1
"YMR267W"	"PPA2"	"ORF"	13	801669	802549	"W"	1
"YMR268C"	"PRP24"	"ORF"	13	804265	802753	"C"	1
"YMR269W"	"TMA23"	"ORF"	13	804405	804933	"W"	1
"YMR270C"	"RRN9"	"ORF"	13	806561	805337	"C"	1
"YMR271C"	"URA10"	"ORF"	13	807849	806841	"C"	1
"YMR272C"	"SCS7"	"ORF"	13	810825	809521	"C"	1
"YMR272W-B"	"YMR272W-B"	"ORF"	13	810986	811373	"W"	1
"YMR273C"	"ZDS1"	"ORF"	13	814161	811257	"C"	1
"YMR274C"	"RCE1"	"ORF"	13	815385	814561	"C"	1
"YMR275C"	"BUL1"	"ORF"	13	818633	816009	"C"	1
"YMR276W"	"DSK2"	"ORF"	13	818773	820053	"W"	1
"YMR277W"	"FCP1"	"ORF"	13	820133	822413	"W"	1
"YMR278W"	"PGM3"	"ORF"	13	822741	826021	"W"	1
"YMR279C"	"YMR279C"	"ORF"	13	826452	824550	"C"	1
"YMR280C"	"CAT8"	"ORF"	13	831430	826849	"C"	1
"YMR281W"	"GPI12"	"ORF"	13	832237	833205	"W"	1
"YMR282C"	"AEP2"	"ORF"	13	835145	833281	"C"	1
"YMR283C"	"RIT1"	"ORF"	13	836921	835337	"C"	1
"YMR284W"	"YKU70"	"ORF"	13	838141	840069	"W"	1
"YMR285C"	"NGL2"	"ORF"	13	841705	840033	"C"	1
"YMR286W"	"MRPL33"	"ORF"	13	841917	842293	"W"	1
"YMR287C"	"DSS1"	"ORF"	13	845401	844105	"C"	1
"YMR288W"	"HSH155"	"ORF"	13	845541	848525	"W"	1
"YMR289W"	"ABZ2"	"ORF"	13	848661	850021	"W"	1
"YMR290C"	"HAS1"	"ORF"	13	851633	849881	"C"	1
"YMR291W"	"YMR291W"	"ORF"	13	852557	854557	"W"	1
"YMR292W"	"GOT1"	"ORF"	13	854765	854821	"W"	1
"YMR293C"	"YMR293C"	"ORF"	13	856825	855385	"C"	1
"YMR294W"	"JNM1"	"ORF"	13	856893	858533	"W"	1
"YMR295C"	"YMR295C"	"ORF"	13	858961	858089	"C"	1
"YMR296C"	"LCB1"	"ORF"	13	861065	859177	"C"	1
"YMR297W"	"PRC1"	"ORF"	13	861836	863365	"W"	1
"YMR298W"	"LIP1"	"ORF"	13	863773	864165	"W"	1
"YMR299C"	"DYN3"	"ORF"	13	865425	864329	"C"	1
"YMR300C"	"ADE4"	"ORF"	13	867233	865410	"C"	1
"YMR301C"	"ATM1"	"ORF"	13	869657	867545	"C"	1
"YMR302C"	"YME2"	"ORF"	13	872689	870065	"C"	1
"YMR303C"	"ADH2"	"ORF"	13	874337	874144	"C"	1
"YMR304W"	"UBP15"	"ORF"	13	874765	876453	"W"	1
"YMR305C"	"SCW10"	"ORF"	13	880409	879081	"C"	1
"YMR306W"	"FKS3"	"ORF"	13	880821	882277	"W"	1
"YMR307W"	"GAS1"	"ORF"	13	886900	888859	"W"	1
"YMR308C"	"PSE1"	"ORF"	13	892385	889033	"C"	1
"YMR309C"	"NIP1"	"ORF"	13	895521	892865	"C"	1
"YMR310C"	"YMR310C"	"ORF"	13	896737	895665	"C"	1
"YMR311C"	"GLC8"	"ORF"	13	897657	896817	"C"	1
"YMR312W"	"ELP6"	"ORF"	13	898365	898845	"W"	1
"YMR313C"	"TGL3"	"ORF"	13	901337	899449	"C"	1
"YMR314W"	"PRE5"	"ORF"	13	901629	902573	"W"	1
"YMR315W"	"YMR315W"	"ORF"	13	902701	903925	"W"	1
"YMR315W-A"	"YMR315W-A"	"ORF"	13	904183	904570	"W"	1
"YMR316W"	"DIA1"	"ORF"	13	904749	905805	"W"	1
"YMR317W"	"YMR317W"	"ORF"	13	907260	910962	"W"	1
"YMR318C"	"ADH6"	"ORF"	13	912257	911025	"C"	1
"YMR319C"	"FET4"	"ORF"	13	914713	912649	"C"	1
"YMR321C"	"YMR321C"	"ORF"	13	917996	917399	"C"	1
"YMR322C"	"SNO4"	"ORF"	13	919179	918186	"C"	1
"YMR323W"	"ERR3"	"ORF"	13	919984	921577	"W"	1
"YMR325W"	"YMR325W"	"ORF"	13	922537	923191	"W"	1
"YNL339C"	"YRF1-6"	"ORF"	14	6200	193	"C"	1
"YNL336W"	"COS1"	"ORF"	14	8228	9653	"W"	1
"YNL335W"	"YNL335W"	"ORF"	14	11350	12307	"W"	1
"YNL334C"	"SNO2"	"ORF"	14	12978	12030	"C"	1
"YNL333W"	"SNZ2"	"ORF"	14	13165	14341	"W"	1
"YNL332W"	"THI12"	"ORF"	14	14730	16032	"W"	1
"YNL331C"	"AAD14"	"ORF"	14	17473	16033	"C"	1
"YNL330C"	"RPD3"	"ORF"	14	19369	17905	"C"	1
"YNL329C"	"PEX6"	"ORF"	14	22735	19363	"C"	1
"YNL328C"	"MDJ2"	"ORF"	14	23385	19481	"C"	1
"YNL327W"	"EGT2"	"ORF"	14	24005	27109	"W"	1
"YNL326C"	"PFA3"	"ORF"	14	28401	27377	"C"	1
"YNL325C"	"FIG4"	"ORF"	14	31409	28785	"C"	1
"YNL323W"	"LEM3"	"ORF"	14	31877	33213	"W"	1
"YNL322C"	"KRE1"	"ORF"	14	34273	33193	"C"	1
"YNL321W"	"VNX1"	"ORF"	14	34669	37501	"W"	1
"YNL320W"	"YNL320W"	"ORF"	14	37621	38717	"W"	1
"YNL318C"	"HXT14"	"ORF"	14	40430	38528	"C"	1
"YNL317W"	"PFS2"	"ORF"	14	40605	41933	"W"	1
"YNL316C"	"PHA2"	"ORF"	14	43145	42017	"C"	1
"YNL315C"	"ATP11"	"ORF"	14	44313	43513	"C"	1
"YNL314W"	"DAL82"	"ORF"	14	44413	45205	"W"	1
"YNL313C"	"YNL313C"	"ORF"	14	48057	45297	"C"	1
"YNL312W"	"RFA2"	"ORF"	14	48184	49393	"W"	1
"YNL311C"	"YNL311C"	"ORF"	14	51705	49369	"C"	1
"YNL310C"	"ZIM17"	"ORF"	14	52457	51801	"C"	1
"YNL309W"	"STB1"	"ORF"	14	52597	54069	"W"	1
"YNL308C"	"KRI1"	"ORF"	14	55929	54129	"C"	1
"YNL307C"	"MCK1"	"ORF"	14	57745	56105	"C"	1
"YNL306W"	"MRPS18"	"ORF"	14	58117	58821	"W"	1
"YNL305C"	"YNL305C"	"ORF"	14	59833	58809	"C"	1
"YNL304W"	"YPT11"	"ORF"	14	60269	61637	"W"	1
"YNL302C"	"RPS19B"	"ORF"	14	63065	62361	"C"	1
"YNL301C"	"RPL18B"	"ORF"	14	64617	64441	"C"	1
"YNL300W"	"YNL300W"	"ORF"	14	65637	66277	"W"	1
"YNL299W"	"TRF5"	"ORF"	14	66421	68493	"W"	1
"YNL298W"	"CLA4"	"ORF"	14	68749	71485	"W"	1
"YNL297C"	"MON2"	"ORF"	14	76625	71641	"C"	1
"YNL295W"	"YNL295W"	"ORF"	14	76773	78165	"W"	1
"YNL294C"	"RIM21"	"ORF"	14	80441	78617	"C"	1
"YNL293W"	"MSB3"	"ORF"	14	80549	82621	"W"	1
"YNL292W"	"PUS4"	"ORF"	14	82765	83893	"W"	1
"YNL291C"	"MID1"	"ORF"	14	86041	84065	"C"	1
"YNL290W"	"RFC3"	"ORF"	14	86189	87357	"W"	1
"YNL289W"	"PCL1"	"ORF"	14	87813	88877	"W"	1
"YNL288W"	"CAF40"	"ORF"	14	90157	91565	"W"	1
"YNL287W"	"SEC21"	"ORF"	14	91789	94965	"W"	1
"YNL286W"	"CUS2"	"ORF"	14	94949	96109	"W"	1
"YNL284C"	"MRPL10"	"ORF"	14	104065	103305	"C"	1
"YNL283C"	"WSC2"	"ORF"	14	107145	105017	"C"	1
"YNL282W"	"POP3"	"ORF"	14	107613	108421	"W"	1
"YNL281W"	"HCH1"	"ORF"	14	108413	109109	"W"	1
"YNL280C"	"ERG24"	"ORF"	14	110481	108961	"C"	1
"YNL279W"	"PRM1"	"ORF"	14	110901	112765	"W"	1
"YNL278W"	"CAF120"	"ORF"	14	113169	116631	"W"	1
"YNL277W-A"	"YNL277W-A"	"ORF"	14	116577	117045	"W"	1
"YNL277W"	"MET2"	"ORF"	14	117245	119245	"W"	1
"YNL275W"	"BOR1"	"ORF"	14	119229	121029	"W"	1
"YNL274C"	"GOR1"	"ORF"	14	122209	121177	"C"	1
"YNL273W"	"TOF1"	"ORF"	14	122829	126229	"W"	1
"YNL272C"	"SEC2"	"ORF"	14	129177	126793	"C"	1
"YNL271C"	"BNI1"	"ORF"	14	135657	130545	"C"	1
"YNL270C"	"ALP1"	"ORF"	14	137764	135763	"C"	1
"YNL269W"	"BSC4"	"ORF"	14	137598	138273	"W"	1
"YNL268W"	"LYP1"	"ORF"	14	138477	140509	"W"	1
"YNL267W"	"PIK1"	"ORF"	14	140750	144237	"W"	1
"YNL265C"	"IST1"	"ORF"	14	145145	144177	"C"	1
"YNL264C"	"PDR17"	"ORF"	14	146649	145417	"C"	1
"YNL263C"	"YIF1"	"ORF"	14	147985	147041	"C"	1
"YNL262W"	"POL2"	"ORF"	14	148189	155069	"W"	1
"YNL261W"	"ORC5"	"ORF"	14	155085	156461	"W"	1
"YNL260C"	"YNL260C"	"ORF"	14	157385	156561	"C"	1
"YNL259C"	"ATX1"	"ORF"	14	157905	157545	"C"	1
"YNL258C"	"DSL1"	"ORF"	14	160417	158121	"C"	1
"YNL257C"	"SIP3"	"ORF"	14	164385	160625	"C"	1
"YNL256W"	"FOL1"	"ORF"	14	164557	166933	"W"	1
"YNL255C"	"GIS2"	"ORF"	14	167825	167082	"C"	1
"YNL254C"	"YNL254C"	"ORF"	14	169289	167809	"C"	1
"YNL253W"	"TEX1"	"ORF"	14	169973	171365	"W"	1
"YNL252C"	"MRPL17"	"ORF"	14	172305	171585	"C"	1
"YNL251C"	"NRD1"	"ORF"	14	174601	172561	"C"	1
"YNL250W"	"RAD50"	"ORF"	14	175309	179527	"W"	1
"YNL249C"	"MPA43"	"ORF"	14	181233	179017	"C"	1
"YNL248C"	"RPA49"	"ORF"	14	182681	181217	"C"	1
"YNL247W"	"YNL247W"	"ORF"	14	182877	185293	"W"	1
"YNL246W"	"VPS75"	"ORF"	14	185309	185605	"W"	1
"YNL245C"	"CWC25"	"ORF"	14	186929	185753	"C"	1
"YNL244C"	"SUI1"	"ORF"	14	187521	187057	"C"	1
"YNL243W"	"SLA2"	"ORF"	14	187989	190957	"W"	1
"YNL242W"	"ATG2"	"ORF"	14	190941	197117	"W"	1
"YNL241C"	"ZWF1"	"ORF"	14	198001	196297	"C"	1
"YNL240C"	"NAR1"	"ORF"	14	200041	197985	"C"	1
"YNL239W"	"LAP3"	"ORF"	14	200413	201701	"W"	1
"YNL238W"	"KEX2"	"ORF"	14	202157	204853	"W"	1
"YNL237W"	"YTP1"	"ORF"	14	204837	206885	"W"	1
"YNL236W"	"SIN4"	"ORF"	14	206870	209853	"W"	1
"YNL234W"	"YNL234W"	"ORF"	14	210173	211581	"W"	1
"YNL233W"	"BNI4"	"ORF"	14	211741	214653	"W"	1
"YNL232W"	"CSL4"	"ORF"	14	214845	215837	"W"	1
"YNL231C"	"PDR16"	"ORF"	14	217273	215913	"C"	1
"YNL230C"	"ELA1"	"ORF"	14	218697	217257	"C"	1
"YNL229C"	"URE2"	"ORF"	14	220417	218969	"C"	1
"YNL227C"	"JJJ1"	"ORF"	14	222534	220482	"C"	1
"YNL225C"	"CNM67"	"ORF"	14	224513	220617	"C"	1
"YNL224C"	"SQS1"	"ORF"	14	227209	224810	"C"	1
"YNL223W"	"ATG4"	"ORF"	14	227357	229061	"W"	1
"YNL222W"	"SSU72"	"ORF"	14	229045	229869	"W"	1
"YNL221C"	"POP1"	"ORF"	14	233785	230921	"C"	1
"YNL220W"	"ADE12"	"ORF"	14	234301	235805	"W"	1
"YNL219C"	"ALG9"	"ORF"	14	237825	236105	"C"	1
"YNL218W"	"MGS1"	"ORF"	14	238149	240309	"W"	1
"YNL217W"	"YNL217W"	"ORF"	14	240293	241341	"W"	1
"YNL216W"	"RAP1"	"ORF"	14	241573	244165	"W"	1
"YNL215W"	"IES2"	"ORF"	14	244341	245445	"W"	1
"YNL214W"	"PEX17"	"ORF"	14	245597	246237	"W"	1
"YNL213C"	"YNL213C"	"ORF"	14	247201	246369	"C"	1
"YNL212W"	"VID27"	"ORF"	14	247397	249629	"W"	1
"YNL211C"	"YNL211C"	"ORF"	14	250337	249841	"C"	1
"YNL210W"	"MER1"	"ORF"	14	250830	251922	"W"	1
"YNL209W"	"SSB2"	"ORF"	14	251958	254079	"W"	1
"YNL208W"	"YNL208W"	"ORF"	14	254365	255109	"W"	1
"YNL207W"	"RIO2"	"ORF"	14	255213	256661	"W"	1
"YNL206C"	"RTT106"	"ORF"	14	258258	256611	"C"	1
"YNL204C"	"SPS18"	"ORF"	14	259380	258198	"C"	1
"YNL202W"	"SPS19"	"ORF"	14	259445	260397	"W"	1
"YNL201C"	"PSY2"	"ORF"	14	263537	261217	"C"	1
"YNL200C"	"YNL200C"	"ORF"	14	264593	263649	"C"	1
"YNL199C"	"GCR2"	"ORF"	14	266665	264849	"C"	1
"YNL197C"	"WHI3"	"ORF"	14	269961	266921	"C"	1
"YNL196C"	"SLZ1"	"ORF"	14	271001	270882	"C"	1
"YNL195C"	"YNL195C"	"ORF"	14	272017	271545	"C"	1
"YNL194C"	"YNL194C"	"ORF"	14	273718	272533	"C"	1
"YNL193W"	"YNL193W"	"ORF"	14	274349	276037	"W"	1
"YNL192W"	"CHS1"	"ORF"	14	276341	279781	"W"	1
"YNL191W"	"DUG3"	"ORF"	14	280365	281597	"W"	1
"YNL190W"	"YNL190W"	"ORF"	14	282125	283076	"W"	1
"YNL189W"	"SRP1"	"ORF"	14	284045	284901	"W"	1
"YNL188W"	"KAR1"	"ORF"	14	286237	287557	"W"	1
"YNL187W"	"YNL187W"	"ORF"	14	287781	289317	"W"	1
"YNL186W"	"UBP10"	"ORF"	14	289301	291949	"W"	1
"YNL185C"	"MRPL19"	"ORF"	14	292785	292145	"C"	1
"YNL183C"	"NPR1"	"ORF"	14	295721	293161	"C"	1
"YNL182C"	"IPI3"	"ORF"	14	297697	295937	"C"	1
"YNL181W"	"YNL181W"	"ORF"	14	298253	299581	"W"	1
"YNL180C"	"RHO5"	"ORF"	14	300849	299625	"C"	1
"YNL178W"	"RPS3"	"ORF"	14	302645	303461	"W"	1
"YNL177C"	"MRPL22"	"ORF"	14	304665	303617	"C"	1
"YNL176C"	"YNL176C"	"ORF"	14	307169	305385	"C"	1
"YNL175C"	"NOP13"	"ORF"	14	308665	307513	"C"	1
"YNL173C"	"MDG1"	"ORF"	14	310113	308913	"C"	1
"YNL172W"	"APC1"	"ORF"	14	310669	316117	"W"	1
"YNL169C"	"PSD1"	"ORF"	14	317775	315993	"C"	1
"YNL168C"	"YNL168C"	"ORF"	14	318881	316113	"C"	1
"YNL167C"	"SKO1"	"ORF"	14	321713	319282	"C"	1
"YNL166C"	"BNI5"	"ORF"	14	323601	322137	"C"	1
"YNL165W"	"YNL165W"	"ORF"	14	323733	325157	"W"	1
"YNL164C"	"IBD2"	"ORF"	14	326497	325177	"C"	1
"YNL163C"	"RIA1"	"ORF"	14	330121	326761	"C"	1
"YNL162W-A"	"YNL162W-A"	"ORF"	14	330229	330727	"W"	1
"YNL162W"	"RPL42A"	"ORF"	14	331277	331853	"W"	1
"YNL161W"	"CBK1"	"ORF"	14	332437	335213	"W"	1
"YNL160W"	"YGP1"	"ORF"	14	336485	337789	"W"	1
"YNL159C"	"ASI2"	"ORF"	14	339393	338217	"C"	1
"YNL158W"	"PGA1"	"ORF"	14	339557	340909	"W"	1
"YNL157W"	"YNL157W"	"ORF"	14	340252	341038	"W"	1
"YNL156C"	"NSG2"	"ORF"	14	342185	341673	"C"	1
"YNL155W"	"YNL155W"	"ORF"	14	342373	343437	"W"	1
"YNL154C"	"YCK2"	"ORF"	14	345380	343460	"C"	1
"YNL153C"	"GIM3"	"ORF"	14	346097	343537	"C"	1
"YNL152W"	"INN1"	"ORF"	14	346293	347541	"W"	1
"YNL151C"	"RPC31"	"ORF"	14	348593	347657	"C"	1
"YNL149C"	"PGA2"	"ORF"	14	349809	349345	"C"	1
"YNL148C"	"ALF1"	"ORF"	14	350705	349793	"C"	1
"YNL147W"	"LSM7"	"ORF"	14	350877	350965	"W"	1
"YNL146C-A"	"YNL146C-A"	"ORF"	14	351684	351210	"C"	1
"YNL146W"	"YNL146W"	"ORF"	14	351397	352365	"W"	1
"YNL145W"	"MFA2"	"ORF"	14	352349	352693	"W"	1
"YNL144C"	"YNL144C"	"ORF"	14	354617	352585	"C"	1
"YNL142W"	"MEP2"	"ORF"	14	357173	358973	"W"	1
"YNL141W"	"AAH1"	"ORF"	14	359549	360333	"W"	1
"YNL139C"	"THO2"	"ORF"	14	365825	360825	"C"	1
"YNL138W-A"	"YSF3"	"ORF"	14	365933	366592	"W"	1
"YNL138W"	"SRV2"	"ORF"	14	366701	368341	"W"	1
"YNL137C"	"NAM9"	"ORF"	14	370161	368657	"C"	1
"YNL136W"	"EAF7"	"ORF"	14	370333	371589	"W"	1
"YNL135C"	"FPR1"	"ORF"	14	372257	371673	"C"	1
"YNL134C"	"YNL134C"	"ORF"	14	373649	372393	"C"	1
"YNL133C"	"FYV6"	"ORF"	14	374729	374161	"C"	1
"YNL132W"	"KRE33"	"ORF"	14	375229	378493	"W"	1
"YNL131W"	"TOM22"	"ORF"	14	378693	379437	"W"	1
"YNL130C"	"CPT1"	"ORF"	14	380873	380777	"C"	1
"YNL130C-A"	"YNL130C-A"	"ORF"	14	381495	381069	"C"	1
"YNL129W"	"NRK1"	"ORF"	14	381381	382397	"W"	1
"YNL128W"	"TEP1"	"ORF"	14	382259	383843	"W"	1
"YNL127W"	"FAR11"	"ORF"	14	383861	387173	"W"	1
"YNL126W"	"SPC98"	"ORF"	14	387157	389813	"W"	1
"YNL125C"	"ESBP6"	"ORF"	14	392361	390049	"C"	1
"YNL124W"	"NAF1"	"ORF"	14	392861	394445	"W"	1
"YNL123W"	"NMA111"	"ORF"	14	394645	397693	"W"	1
"YNL122C"	"YNL122C"	"ORF"	14	398353	397897	"C"	1
"YNL121C"	"TOM70"	"ORF"	14	400585	398601	"C"	1
"YNL119W"	"NCS2"	"ORF"	14	400997	402613	"W"	1
"YNL118C"	"DCP2"	"ORF"	14	405617	402529	"C"	1
"YNL117W"	"MLS1"	"ORF"	14	406258	408202	"W"	1
"YNL116W"	"DMA2"	"ORF"	14	408277	410124	"W"	1
"YNL115C"	"YNL115C"	"ORF"	14	412121	410009	"C"	1
"YNL113W"	"RPC19"	"ORF"	14	412709	413325	"W"	1
"YNL112W"	"DBP2"	"ORF"	14	413589	414917	"W"	1
"YNL111C"	"CYB5"	"ORF"	14	417513	416833	"C"	1
"YNL110C"	"NOP15"	"ORF"	14	418576	417729	"C"	1
"YNL108C"	"YNL108C"	"ORF"	14	419865	419097	"C"	1
"YNL107W"	"YAF9"	"ORF"	14	420053	420861	"W"	1
"YNL106C"	"INP52"	"ORF"	14	424809	420961	"C"	1
"YNL104C"	"LEU4"	"ORF"	14	426921	425265	"C"	1
"YNL103W"	"MET4"	"ORF"	14	427573	429781	"W"	1
"YNL102W"	"POL1"	"ORF"	14	429997	433725	"W"	1
"YNL101W"	"AVT4"	"ORF"	14	434789	437333	"W"	1
"YNL100W"	"YNL100W"	"ORF"	14	437565	438333	"W"	1
"YNL099C"	"OCA1"	"ORF"	14	439329	438361	"C"	1
"YNL098C"	"RAS2"	"ORF"	14	440761	439529	"C"	1
"YNL097C"	"PHO23"	"ORF"	14	442513	441457	"C"	1
"YNL096C"	"RPS7B"	"ORF"	14	444369	444169	"C"	1
"YNL095C"	"YNL095C"	"ORF"	14	447025	444785	"C"	1
"YNL094W"	"APP1"	"ORF"	14	447333	449525	"W"	1
"YNL093W"	"YPT53"	"ORF"	14	449768	450710	"W"	1
"YNL092W"	"YNL092W"	"ORF"	14	450771	452253	"W"	1
"YNL091W"	"NST1"	"ORF"	14	452261	454309	"W"	1
"YNL090W"	"RHO2"	"ORF"	14	456389	457349	"W"	1
"YNL088W"	"TOP2"	"ORF"	14	457333	460476	"W"	1
"YNL087W"	"TCB2"	"ORF"	14	462269	466053	"W"	1
"YNL086W"	"YNL086W"	"ORF"	14	466037	466877	"W"	1
"YNL085W"	"MKT1"	"ORF"	14	466861	469949	"W"	1
"YNL084C"	"END3"	"ORF"	14	471169	470041	"C"	1
"YNL083W"	"SAL1"	"ORF"	14	471317	476477	"W"	1
"YNL082W"	"PMS1"	"ORF"	14	473290	476191	"W"	1
"YNL081C"	"SWS2"	"ORF"	14	476665	476057	"C"	1
"YNL080C"	"EOS1"	"ORF"	14	478217	476833	"C"	1
"YNL079C"	"TPM1"	"ORF"	14	479233	478457	"C"	1
"YNL078W"	"NIS1"	"ORF"	14	479741	481021	"W"	1
"YNL077W"	"APJ1"	"ORF"	14	481005	482933	"W"	1
"YNL076W"	"MKS1"	"ORF"	14	483285	485309	"W"	1
"YNL075W"	"IMP4"	"ORF"	14	485509	486421	"W"	1
"YNL074C"	"MLF3"	"ORF"	14	488185	486937	"C"	1
"YNL073W"	"MSK1"	"ORF"	14	488365	490181	"W"	1
"YNL072W"	"RNH201"	"ORF"	14	490285	491173	"W"	1
"YNL071W"	"LAT1"	"ORF"	14	491469	492845	"W"	1
"YNL070W"	"TOM7"	"ORF"	14	493285	493629	"W"	1
"YNL069C"	"RPL16B"	"ORF"	14	495033	494969	"C"	1
"YNL068C"	"FKH2"	"ORF"	14	498521	495537	"C"	1
"YNL067W-B"	"YNL067W-B"	"ORF"	14	499316	499736	"W"	1
"YNL067W"	"RPL9B"	"ORF"	14	499621	500349	"W"	1
"YNL066W"	"SUN4"	"ORF"	14	501501	502989	"W"	1
"YNL065W"	"AQR1"	"ORF"	14	503629	505525	"W"	1
"YNL064C"	"YDJ1"	"ORF"	14	507306	505890	"C"	1
"YNL063W"	"MTQ1"	"ORF"	14	507654	508766	"W"	1
"YNL062C"	"GCD10"	"ORF"	14	510258	509146	"C"	1
"YNL061W"	"NOP2"	"ORF"	14	510486	511742	"W"	1
"YNL059C"	"ARP5"	"ORF"	14	514978	512627	"C"	1
"YNL058C"	"YNL058C"	"ORF"	14	516778	515906	"C"	1
"YNL056W"	"OCA2"	"ORF"	14	517134	517950	"W"	1
"YNL055C"	"POR1"	"ORF"	14	518914	518042	"C"	1
"YNL054W"	"VAC7"	"ORF"	14	526038	531478	"W"	1
"YNL053W"	"MSG5"	"ORF"	14	529841	531590	"W"	1
"YNL052W"	"COX5A"	"ORF"	14	531686	532342	"W"	1
"YNL051W"	"COG5"	"ORF"	14	532574	533374	"W"	1
"YNL050C"	"YNL050C"	"ORF"	14	534882	534074	"C"	1
"YNL049C"	"SFB2"	"ORF"	14	537930	535410	"C"	1
"YNL048W"	"ALG11"	"ORF"	14	538142	539918	"W"	1
"YNL047C"	"SLM2"	"ORF"	14	541984	539734	"C"	1
"YNL046W"	"YNL046W"	"ORF"	14	542286	542606	"W"	1
"YNL045W"	"YNL045W"	"ORF"	14	542590	544782	"W"	1
"YNL044W"	"YIP3"	"ORF"	14	545182	545294	"W"	1
"YNL042W-B"	"YNL042W-B"	"ORF"	14	547012	547549	"W"	1
"YNL042W"	"BOP3"	"ORF"	14	547926	549398	"W"	1
"YNL041C"	"COG6"	"ORF"	14	552042	549290	"C"	1
"YNL040W"	"YNL040W"	"ORF"	14	553350	556838	"W"	1
"YNL039W"	"BDP1"	"ORF"	14	554947	557011	"W"	1
"YNL038W"	"GPI15"	"ORF"	14	556990	557582	"W"	1
"YNL037C"	"IDH1"	"ORF"	14	559130	557858	"C"	1
"YNL036W"	"NCE103"	"ORF"	14	559686	560150	"W"	1
"YNL035C"	"YNL035C"	"ORF"	14	569762	568546	"C"	1
"YNL034W"	"YNL034W"	"ORF"	14	570376	572494	"W"	1
"YNL033W"	"YNL033W"	"ORF"	14	572898	574032	"W"	1
"YNL032W"	"SIW14"	"ORF"	14	574341	575340	"W"	1
"YNL031C"	"HHT2"	"ORF"	14	576081	575384	"C"	1
"YNL030W"	"HHF2"	"ORF"	14	576686	577166	"W"	1
"YNL029C"	"KTR5"	"ORF"	14	578818	577218	"C"	1
"YNL027W"	"CRZ1"	"ORF"	14	579470	581622	"W"	1
"YNL026W"	"SAM50"	"ORF"	14	581886	583350	"W"	1
"YNL025C"	"SSN8"	"ORF"	14	585352	583642	"C"	1
"YNL024C-A"	"YNL024C-A"	"ORF"	14	586923	586425	"C"	1
"YNL024C"	"YNL024C"	"ORF"	14	587866	587127	"C"	1
"YNL023C"	"FAP1"	"ORF"	14	591218	588434	"C"	1
"YNL022C"	"YNL022C"	"ORF"	14	592922	591442	"C"	1
"YNL021W"	"HDA1"	"ORF"	14	593157	595366	"W"	1
"YNL020C"	"ARK1"	"ORF"	14	597666	595562	"C"	1
"YNL019C"	"YNL019C"	"ORF"	14	599333	598199	"C"	1
"YNL018C"	"YNL018C"	"ORF"	14	601877	599759	"C"	1
"YNL016W"	"PUB1"	"ORF"	14	602798	604694	"W"	1
"YNL015W"	"PBI2"	"ORF"	14	605310	605734	"W"	1
"YNL014W"	"HEF3"	"ORF"	14	606502	608790	"W"	1
"YNL012W"	"SPO1"	"ORF"	14	609585	611844	"W"	1
"YNL011C"	"YNL011C"	"ORF"	14	613298	612002	"C"	1
"YNL010W"	"YNL010W"	"ORF"	14	613574	614502	"W"	1
"YNL009W"	"IDP3"	"ORF"	14	614720	616262	"W"	1
"YNL008C"	"ASI3"	"ORF"	14	618274	616394	"C"	1
"YNL007C"	"SIS1"	"ORF"	14	619722	618434	"C"	1
"YNL006W"	"LST8"	"ORF"	14	620014	621094	"W"	1
"YNL005C"	"MRP7"	"ORF"	14	622482	621234	"C"	1
"YNL004W"	"HRB1"	"ORF"	14	623286	624702	"W"	1
"YNL003C"	"PET8"	"ORF"	14	625906	625114	"C"	1
"YNL002C"	"RLP7"	"ORF"	14	627186	626106	"C"	1
"YNL001W"	"DOM34"	"ORF"	14	627398	628670	"W"	1
"YNR001C"	"CIT1"	"ORF"	14	631242	629506	"C"	1
"YNR002C"	"ATO2"	"ORF"	14	633960	632832	"C"	1
"YNR003C"	"RPC34"	"ORF"	14	635330	634314	"C"	1
"YNR004W"	"YNR004W"	"ORF"	14	635478	636758	"W"	1
"YNR006W"	"VPS27"	"ORF"	14	636950	638822	"W"	1
"YNR007C"	"ATG3"	"ORF"	14	640170	639090	"C"	1
"YNR008W"	"LRO1"	"ORF"	14	640342	642678	"W"	1
"YNR009W"	"NRM1"	"ORF"	14	642662	643462	"W"	1
"YNR010W"	"CSE2"	"ORF"	14	643446	644286	"W"	1
"YNR011C"	"PRP2"	"ORF"	14	646938	644290	"C"	1
"YNR012W"	"URK1"	"ORF"	14	647342	648982	"W"	1
"YNR013C"	"PHO91"	"ORF"	14	651762	648922	"C"	1
